# n
 100 
# y
 2 5 0 2 4 2 8 6 8 5 0 2 2 4 0 3 9 8 4 4 1 3 3 3 1 2 4 5 6 2 3 3 4 4 1 5 6 4 1 1 2 1 3 11 2 4 13 4 4 10 3 6 1 1 0 8 4 4 5 3 1 1 1 1 4 3 1 4 4 4 0 0 3 7 5 4 2 2 5 2 3 1 6 6 4 3 0 5 4 3 3 6 4 1 5 0 5 2 5 2 
# p
 2 
# X
0.1 -0.0784305278075794
0.1 0.0431035142746222
0.1 -0.104877716200653
0.1 -0.0653639052797231
0.1 -0.00207364333418504
0.1 0.141742973340290
0.1 0.149126846472008
0.1 0.0248120288058295
0.1 0.0239585803358320
0.1 0.0441664660258962
0.1 0.084214520441791
0.1 0.0781646215611708
0.1 -0.0140286791875000
0.1 0.108077655265921
0.1 0.0693553828017935
0.1 -0.0249721650120785
0.1 -0.0854416251152327
0.1 -0.104265396974621
0.1 -0.11326280842651
0.1 -0.148281223149694
0.1 -0.127827104476326
0.1 -0.0413755411977594
0.1 -0.0977355708057351
0.1 0.116678837176254
0.1 0.145064258925477
0.1 0.0846687181295023
0.1 -0.0373373593063127
0.1 0.00561201526140945
0.1 -0.0561050454241364
0.1 0.0518086254198018
0.1 0.120955495574931
0.1 0.0979538109685988
0.1 -0.116962483427178
0.1 -0.0423237799587788
0.1 0.0890394355516125
0.1 0.135984843443705
0.1 -0.144150565765741
0.1 -0.0940597800527178
0.1 0.124292453948915
0.1 0.105890162989044
0.1 0.0981768409483373
0.1 -0.141881203948403
0.1 0.122648086612790
0.1 0.0461216263368792
0.1 0.0248917491993786
0.1 -0.0259374726724203
0.1 -0.0119806957542054
0.1 -0.155956807339570
0.1 -0.136177087359117
0.1 -0.06191070786313
0.1 -0.0772899201946506
0.1 0.0306790923750974
0.1 0.0520776107478291
0.1 -0.142080712145883
0.1 -0.0839762733374298
0.1 -0.0964707543100864
0.1 0.125455320902941
0.1 -0.133587684630007
0.1 0.0885559762013782
0.1 0.133777728683172
0.1 -0.136156120950409
0.1 -0.136563543754240
0.1 0.0888431758998778
0.1 0.0417775756918825
0.1 -0.150056308164483
0.1 -0.147051661221829
0.1 0.0402184600367766
0.1 0.0535249328171864
0.1 0.0356723244992564
0.1 -0.0302477301665515
0.1 0.141994732988922
0.1 0.0593378578340184
0.1 0.00262609269040793
0.1 0.105238187499615
0.1 -0.159267782491596
0.1 0.102440857341435
0.1 -0.143790649635233
0.1 0.125100749161356
0.1 0.102454647129236
0.1 0.0576697080864678
0.1 -0.134575349069181
0.1 0.0667664474308766
0.1 -0.153575801186939
0.1 0.138065395831201
0.1 0.137650408221086
0.1 -0.00160093829184136
0.1 -0.154250021032780
0.1 0.148779128621450
0.1 -0.158567579796551
0.1 0.0202554752585219
0.1 0.0721763435862204
0.1 0.0814037847299997
0.1 -0.0209023918240075
0.1 -0.111590523129262
0.1 -0.125927907569247
0.1 0.118846706671270
0.1 0.0962652563280377
0.1 0.00503878019688148
0.1 0.0192770700134143
0.1 -0.0982308285460897
# Z
1 1
1 2
1 3
1 4
1 5
1 6
1 7
1 8
1 9
1 10
2 1
2 2
2 3
2 4
2 5
2 6
2 7
2 8
2 9
2 10
3 1
3 2
3 3
3 4
3 5
3 6
3 7
3 8
3 9
3 10
4 1
4 2
4 3
4 4
4 5
4 6
4 7
4 8
4 9
4 10
5 1
5 2
5 3
5 4
5 5
5 6
5 7
5 8
5 9
5 10
6 1
6 2
6 3
6 4
6 5
6 6
6 7
6 8
6 9
6 10
7 1
7 2
7 3
7 4
7 5
7 6
7 7
7 8
7 9
7 10
8 1
8 2
8 3
8 4
8 5
8 6
8 7
8 8
8 9
8 10
9 1
9 2
9 3
9 4
9 5
9 6
9 7
9 8
9 9
9 10
10 1
10 2
10 3
10 4
10 5
10 6
10 7
10 8
10 9
10 10
