100 
3 
0.968826991395459 0.513151096037443 -1.65609699652806
-1.18956272451604 0.937455517216558 -1.26333114620449
-0.032594106089003 0.620522685813152 0.0954654661839042
0.481261750059896 -0.344800992049762 -4.34521445831169
-2.0509555029681 -1.44547032386203 -3.18398491464913
-1.1271464542278 -3.62220476961151 -6.73770101900149
0.0555807165946364 -2.12554968200785 -5.79330212181159
-1.9395455044392 -2.36930863702918 -6.05359628379077
-1.90463661001989 -2.61840436908097 -7.54861164880723
-3.4045384825216 -4.35733054835403 -9.01443399291425
-3.23172747999142 -7.97679674779115 -13.4714219876516
-0.584123019285052 -5.5662953766454 -10.4846258768729
-2.75113919997529 -6.62737855668315 -11.1865448200109
-3.18796941785201 -4.82525600977826 -12.9818629473986
-3.49692504635674 -6.40325754969986 -12.2971435650354
-2.30609581910338 -5.19020246533343 -10.6747654968233
-3.02814833851662 -5.89160262208411 -8.77609988383953
-0.541289925088544 -3.68956780035239 -6.06970424302325
-3.3768457228971 -3.83255642332947 -8.06540442345889
-3.08164965759773 -4.41481742048348 -7.26057613983382
-3.07050923850541 -4.96026619760344 -5.09783310306587
-3.29153018557499 -4.65298333842437 -6.26667182189409
-4.37567019769306 -5.03755530654994 -7.56376269301283
-1.696774149291 -5.58713682667974 -6.23000205028934
-1.87794279190303 -4.11214904562526 -5.31722562727948
-3.06662944651863 -4.69901560966745 -5.65426923852005
-0.804248833250711 -3.3854277747733 -6.94421087233976
-1.20000483127364 -5.29388785008182 -10.0652871601668
-2.89020109479793 -4.73679181683309 -8.36832087209745
-0.638391955550289 -3.91704633689045 -6.41839267633252
-3.81508710536062 -3.61622673016225 -5.13651043599701
-3.81813929461319 -5.39262210021334 -7.64695401916275
-3.997808795887 -3.24786856413666 -7.45396366414129
-1.29139134792594 -3.40160073221018 -7.66114832509085
-1.85023531539952 -3.75157710394226 -1.76837113170854
-3.8432226649823 -2.69753438757079 -0.35135165178934
-2.02768684688517 -4.77398443228978 -1.49868491094309
-0.0385831218518498 -2.5562220545741 -1.93048339566311
-5.03373960109011 -3.0434761918835 -0.103316857139165
-3.19148953069456 -1.27135778588117 -0.574823180092355
-3.353689926865 -2.23395138647875 -3.76896002350669
-1.19938388047649 -2.64862557899368 -0.329975168149157
-0.877024919933614 -5.10700870475126 -0.0688851453428678
-2.3267332647566 -3.28973209749737 -0.606123217485688
-3.98478015836545 -4.99914031473496 -5.77540838793287
-0.258700792367272 -4.31849657401887 -3.11915334974298
-1.38248233250676 -2.04858313370171 0.0343571698154806
-3.82607941485949 -4.06861960298256 -1.39331181179101
-2.89986004531112 -3.85984919517104 -4.43090978758605
-2.97660628764185 -5.94134667038613 -6.81582704204611
-4.15438781697647 -4.91618723620517 -6.9672357860571
-3.76932797873185 -5.69478766014528 -8.44162821160204
-2.70489275205159 -6.57487296245861 -7.8890781175557
-1.60298909949095 -4.35173313027621 -6.95209412379295
-3.28567442807377 -6.60043630773592 -5.27455515095568
-1.70148200363392 -5.20701696176647 -4.88632793939834
-4.05949585433509 -4.98894760229125 -8.56856322438423
-5.3685269481556 -4.7300063110111 -8.26456965043549
-3.75218463690038 -6.78848668534412 -9.47490256842141
-5.57484823436666 -10.6533989677589 -12.5091056555557
-5.11362260007125 -6.84728233899166 -6.28657805188597
-6.54606882665678 -7.83697926607458 -7.86270787573286
-5.02380225590271 -6.41222845955187 -6.67284787412596
-4.05703750600826 -7.96980457657295 -5.67786267279451
-5.66435590361671 -9.81199369659791 -8.98202758384333
-6.20527877751481 -9.56880941289313 -11.597310226475
-6.45543602723318 -9.82512293671373 -11.9447553259773
-7.4316662855135 -10.5305834265796 -13.0178268560084
-6.94452610275552 -10.122902720573 -16.5061145347958
-7.56412270729967 -12.4726313858302 -12.9001576071673
-9.55345510884192 -11.5770378534022 -15.9949878719019
-7.73009938582692 -12.3232367903035 -14.0094224110442
-6.48906585236277 -8.00930447443268 -11.4874233608466
-4.44438832267165 -8.48510181582766 -9.19507016619742
-6.35950288787734 -7.29170069524348 -13.4111028366408
-7.90760135392482 -9.61159595659635 -13.0531810732835
-5.78467089669663 -8.29503894700036 -12.3852377742953
-6.69000646556899 -9.91513094606563 -16.2828438003233
-9.57263777684526 -10.9897706712847 -19.2069186256603
-7.97160139916792 -10.5504452764959 -22.6238706936603
-8.27365190402471 -8.62780566127572 -19.6717763722715
-7.45100766206055 -11.3763557221513 -19.7278820893261
-8.07549427909936 -9.54977663151922 -21.3004167812943
-7.22443451073361 -11.08395060174 -21.0475098907416
-8.14963427923173 -10.0697350040894 -23.8408773731389
-6.75154920221663 -8.85664830947904 -17.6587966906818
-5.56534471064655 -8.88317152792043 -16.6878051694216
-8.1123458279699 -7.5244068438253 -13.9963478731616
-5.77905381269559 -7.87352306072578 -16.9665507998104
-6.16173201874105 -8.66447110861012 -20.2401821885662
-7.2305781613286 -7.72295959428237 -19.0908686804355
-7.03786285383218 -7.85472878397858 -17.7690808266728
-7.35655314266628 -9.65264725383655 -14.573578881394
-6.52537458476614 -5.86293040581472 -15.0885672246052
-6.66460823153035 -6.96141565129701 -12.1768039625637
-6.58176396397079 -4.91396749739328 -9.93536580532037
-8.25977649507485 -8.16369489251398 -11.5139117450503
-7.14372873062333 -9.02335990173059 -14.0270334159343
-8.21540107565624 -7.55656411018367 -16.4361256952926
-7.90653704012729 -6.23895294391257 -11.8088450214177
